source_id,dataset,group_id,split,image_path,label_path,modality_claim,height,width,instance_count,furniture_fraction
e2d9d3d783,emps,10.1016.j.carbon.2020.05.073,test,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\e2d9d3d783.png,,electron microscopy,512,518,1,0.13539907094594594
c812c93fbd,emps,10.1016.j.carbon.2019.12.021,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\c812c93fbd.png,,electron microscopy,512,547,2,0.1297703382084095
b85f5e414c,emps,10.1016.j.carbon.2019.12.021,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\b85f5e414c.png,,electron microscopy,512,552,1,0.1277810801630435
d933f429cc,emps,10.1016.j.carbon.2019.12.021,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\d933f429cc.png,,electron microscopy,512,547,1,0.13330167390310785
41c25dca24,emps,10.1016.j.carbon.2019.12.021,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\41c25dca24.png,,electron microscopy,512,550,1,0.14330610795454546
854de5be19,emps,10.1016.j.carbon.2019.11.046,validation,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\854de5be19.png,,electron microscopy,519,512,5,0.14590859826589594
d822219f76,emps,10.1016.j.carbon.2019.09.041,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\d822219f76.png,,electron microscopy,512,777,2,0.15600365990990991
1bed563906,emps,10.1016.j.cap.2019.11.012,validation,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\1bed563906.png,,electron microscopy,512,517,2,0.1814932906189555
40afb05b44,emps,10.1016.j.bsecv.2020.03.004,test,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\40afb05b44.png,,electron microscopy,512,684,72,0.12793825383771928
b616ffa779,emps,10.1016.j.bios.2019.111970,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\b616ffa779.png,,electron microscopy,512,519,2,0.1314652577071291
0113230c21,emps,10.1016.j.bios.2019.111960,validation,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\0113230c21.png,,electron microscopy,512,680,9,0.12372759650735295
89e4044418,emps,10.1016.j.bios.2019.111945,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\89e4044418.png,,electron microscopy,512,550,31,0.12689985795454545
30da4fa249,emps,10.1016.j.bios.2019.111800,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\30da4fa249.png,,electron microscopy,512,544,7,0.13160974839154413
516b2f0aa8,emps,10.1016.j.bios.2019.111790,test,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\516b2f0aa8.png,,electron microscopy,512,512,18,0.12647628784179688
62a54f335d,emps,10.1016.j.bios.2019.111452,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\62a54f335d.png,,electron microscopy,512,730,52,0.12547624143835617
c0fcfec15c,emps,10.1016.j.bios.2019.111355,test,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\c0fcfec15c.png,,electron microscopy,512,625,4,0.132815625
a880175367,emps,10.1016.j.bios.2019.03.059,test,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\a880175367.png,,electron microscopy,512,513,8,0.1266371223196881
e7187b91bf,emps,10.1016.j.bios.2019.03.059,test,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\e7187b91bf.png,,electron microscopy,513,512,1,0.13429352461013644
cd48200d46,emps,10.1016.j.bios.2019.01.027,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\cd48200d46.png,,electron microscopy,512,741,26,0.12811287533738192
257e44104b,emps,10.1016.j.bios.2018.10.033,test,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\257e44104b.png,,electron microscopy,512,565,20,0.12968404314159293
2d6f268052,emps,10.1016.j.bios.2018.10.033,test,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\2d6f268052.png,,electron microscopy,512,545,14,0.1258278383027523
bb3d8c922b,emps,10.1016.j.biopha.2018.11.093,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\bb3d8c922b.png,,electron microscopy,512,744,10,0.12516801075268819
a027b64ae9,emps,10.1016.j.biomaterials.2020.120167,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\a027b64ae9.png,,electron microscopy,512,514,11,0.127192515807393
406975041a,emps,10.1016.j.biomaterials.2020.120167,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\406975041a.png,,electron microscopy,512,513,57,0.12669803849902533
0144266d21,emps,10.1016.j.biomaterials.2019.119479,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\0144266d21.png,,electron microscopy,514,512,2,0.12248449659533074
173c98ef82,emps,10.1016.j.biomaterials.2019.119264,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\173c98ef82.png,,electron microscopy,512,668,35,0.1307307260479042
76dde347fc,emps,10.1016.j.bcab.2020.101627,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\76dde347fc.png,,electron microscopy,512,512,5,0.12786102294921875
3a8af6d3f4,emps,10.1016.j.bcab.2020.101627,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\3a8af6d3f4.png,,electron microscopy,512,512,12,0.12669754028320312
f28b702df5,emps,10.1016.j.archoralbio.2019.03.022,test,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\f28b702df5.png,,electron microscopy,512,715,6,0.12888166520979022
b19f6f3309,emps,10.1016.j.arabjc.2016.04.004,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\b19f6f3309.png,,electron microscopy,512,620,2,0.13064201108870968
58e8237dab,emps,10.1016.j.apt.2019.10.001,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\58e8237dab.png,,electron microscopy,512,763,3,0.13418967070773263
d90c9c5b72,emps,10.1016.j.apt.2019.10.001,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\d90c9c5b72.png,,electron microscopy,512,759,3,0.14938704298418973
a9a628444d,emps,10.1016.j.apt.2019.10.001,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\a9a628444d.png,,electron microscopy,512,765,35,0.13203635620915033
8b7ce99d43,emps,10.1016.j.apt.2019.10.001,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\8b7ce99d43.png,,electron microscopy,512,697,7,0.134653537482066
4b07dbd803,emps,10.1016.j.apsusc.2020.146597,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\4b07dbd803.png,,electron microscopy,512,772,13,0.13389279064119172
404b0836f1,emps,10.1016.j.apsusc.2020.146005,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\404b0836f1.png,,electron microscopy,512,515,20,0.137890625
478a6c42ec,emps,10.1016.j.apsusc.2020.146005,train,C:\Users\user1\Desktop\Homework\בוטקאמפ\AMAT_4_Chana\src\data\..\..\src\data\sources\..\..\..\..\AMAT\amat4-week1\emps\images\478a6c42ec.png,,electron microscopy,512,512,13,0.14476776123046875
